전표일자,ITEM_CD,제품코드/명  칭, 수  량 ,판매단가, 판매대금 ,
20181206,20412112,동충하초 육성돈S(MB)," 4,190 ",441.6," 1,850,300 ",
20181206,20912612,동충하초 임신돈S(MB)," 5,620 ",416.4," 2,340,160 ",
20181210,20412112,동충하초 육성돈S(MB)," 3,210 ",441.6," 1,417,530 ",
20181210,20313912,동충하초 젖돈S(MB)," 7,180 ",449.6," 3,228,120 ",
20181214,20912612,동충하초 임신돈S(MB)," 2,950 ",416.4," 1,228,380 ",
20181217,20313912,동충하초 젖돈S(MB)," 7,150 ",449.6," 3,214,640 ",
20181219,20412112,동충하초 육성돈S(MB)," 4,080 ",441.6," 1,801,720 ",
20181219,20912612,동충하초 임신돈S(MB)," 5,700 ",416.4," 2,373,480 ",
20181221,20412112,동충하초 육성돈S(MB)," 3,440 ",441.6," 1,519,100 ",
20181226,20313912,동충하초 젖돈S(MB)," 7,130 ",449.6," 3,205,640 ",
20181228,20412112,동충하초 육성돈S(MB)," 3,430 ",441.6," 1,514,680 ",
20190102,20912612,동충하초 임신돈S(MB)," 5,350 ",416.4," 2,227,740 ",
20190102,20313912,동충하초 젖돈S(MB)," 3,960 ",449.6," 1,780,410 ",
20190104,20412112,동충하초 육성돈S(MB)," 2,950 ",441.6," 1,302,720 ",
20190104,20412112,동충하초 육성돈S(MB)," 6,180 ",441.6," 2,729,080 ",
20190108,20412112,동충하초 육성돈S(MB)," 3,100 ",438," 1,357,800 ",
20190108,20912612,동충하초 임신돈S(MB)," 5,800 ",412.4," 2,391,920 ",
20190109,20412112,동충하초 육성돈S(MB)," 3,200 ",438," 1,401,600 ",
20190109,20313912,동충하초 젖돈S(MB)," 7,110 ",445.6," 3,168,210 ",
20190114,20412112,동충하초 육성돈S(MB)," 3,410 ",438," 1,493,580 ",
20190115,20412112,동충하초 육성돈S(MB)," 5,590 ",438," 2,448,420 ",
20190115,20313912,동충하초 젖돈S(MB)," 3,100 ",445.6," 1,381,360 ",
20190116,20313912,동충하초 젖돈S(MB)," 4,170 ",445.6," 1,858,150 ",
20190116,20412112,동충하초 육성돈S(MB)," 3,120 ",438," 1,366,560 ",
20190118,20412112,동충하초 육성돈S(MB)," 3,020 ",438," 1,322,760 ",
20190121,20912612,동충하초 임신돈S(MB)," 5,140 ",412.4," 2,119,730 ",
20190124,20412112,동충하초 육성돈S(MB)," 3,990 ",438," 1,747,620 ",
20190128,20912612,동충하초 임신돈S(MB)," 7,550 ",412.4," 3,113,620 ",
20190129,20412112,동충하초 육성돈S(MB)," 3,010 ",438," 1,318,380 ",
20190207,20412112,동충하초 육성돈S(MB)," 3,260 ",438," 1,427,880 ",
20190211,20912612,동충하초 임신돈S(MB)," 5,630 ",412.4," 2,321,810 ",
20190214,20412112,동충하초 육성돈S(MB)," 3,000 ",438," 1,314,000 ",
20190221,20412112,동충하초 육성돈S(MB)," 5,440 ",438," 2,382,720 ",
20190228,20412112,동충하초 육성돈S(MB)," 3,080 ",438," 1,349,040 ",
20190304,20313912,동충하초 젖돈S(MB)," 3,020 ",445.6," 1,345,710 ",
20190307,20313912,동충하초 젖돈S(MB),"-3,100 ",445.6,"-1,381,360 ",
20190307,20313912,동충하초 젖돈S(MB),"-2,900 ",445.6,"-1,292,240 ",
20190308,20412112,동충하초 육성돈S(MB)," 5,470 ",438," 2,395,860 ",
20190308,20912612,동충하초 임신돈S(MB)," 6,070 ",412.4," 2,503,260 ",
20190311,20313912,동충하초 젖돈S(MB)," 3,090 ",445.6," 1,376,900 ",
20190319,20313912,동충하초 젖돈S(MB)," 5,360 ",445.6," 2,388,410 ",
20190319,20412112,동충하초 육성돈S(MB)," 5,460 ",438," 2,391,480 ",
20190320,20912612,동충하초 임신돈S(MB)," 3,120 ",412.4," 1,286,680 ",
20190321,20912612,동충하초 임신돈S(MB)," 2,930 ",412.4," 1,208,330 ",
20190328,20412112,동충하초 육성돈S(MB)," 5,320 ",438," 2,330,160 ",
20190401,20313912,동충하초 젖돈S(MB)," 5,500 ",445.6," 2,450,800 ",
20190402,20912612,동충하초 임신돈S(MB)," 3,150 ",412.4," 1,299,060 ",
20190404,20912612,동충하초 임신돈S(MB)," 3,030 ",412.4," 1,249,570 ",
20190405,20313912,동충하초 젖돈S(MB)," 7,190 ",445.6," 3,203,860 ",
20190405,20412112,동충하초 육성돈S(MB)," 5,450 ",438," 2,387,100 ",
20190409,20313912,동충하초 젖돈S(MB)," 6,940 ",445.6," 3,092,460 ",
20190411,20313912,동충하초 젖돈S(MB)," 7,190 ",445.6," 3,203,860 ",
20190411,20412112,동충하초 육성돈S(MB)," 5,480 ",438," 2,400,240 ",
20190417,20912612,동충하초 임신돈S(MB)," 6,710 ",445.6," 2,989,970 ",
20190419,20313912,동충하초 젖돈S(MB)," 7,450 ",479.6," 3,573,020 ",
20190422,20313912,동충하초 젖돈S(MB),"-7,450 ",479.6,"-3,573,020 ",
20190422,20313912,동충하초 젖돈S(MB)," 7,450 ",470," 3,501,500 ",
20190424,20313912,동충하초 젖돈S(MB)," 7,150 ",470," 3,360,500 ",
20190426,20313912,동충하초 젖돈S(MB)," 7,270 ",470," 3,416,900 ",
20190429,20412112,동충하초 육성돈S(MB)," 7,290 ",462," 3,367,980 ",
20190502,20313912,동충하초 젖돈S(MB)," 7,280 ",470," 3,421,600 ",
20190502,20912612,동충하초 임신돈S(MB)," 6,520 ",436.8," 2,847,930 ",
20190507,20313912,동충하초 젖돈S(MB)," 7,360 ",460.4," 3,388,540 ",
20190510,20313912,동충하초 젖돈S(MB)," 7,390 ",460.4," 3,402,350 ",
20190513,20313912,동충하초 젖돈S(MB)," 7,200 ",460.4," 3,314,880 ",
20190513,20412112,동충하초 육성돈S(MB)," 7,360 ",452.4," 3,329,660 ",
20190517,20912612,동충하초 임신돈S(MB)," 6,440 ",426.8," 2,748,590 ",
20190517,20313912,동충하초 젖돈S(MB)," 7,390 ",460.4," 3,402,350 ",
20190522,20313912,동충하초 젖돈S(MB)," 7,390 ",460.4," 3,402,350 ",
20190522,20412112,동충하초 육성돈S(MB)," 7,240 ",452.4," 3,275,370 ",
20190527,20313912,동충하초 젖돈S(MB)," 7,460 ",460.4," 3,434,580 ",
20190529,20313912,동충하초 젖돈S(MB)," 6,960 ",460.4," 3,204,380 ",
20190530,20412112,동충하초 육성돈S(MB)," 7,320 ",452.4," 3,311,560 ",
20190530,20912612,동충하초 임신돈S(MB)," 6,320 ",426.8," 2,697,370 ",
20190603,20313912,동충하초 젖돈S(MB)," 7,450 ",460.4," 3,429,980 ",
20190605,20313912,동충하초 젖돈S(MB)," 9,820 ",460.4," 4,521,120 ",
20190610,20313912,동충하초 젖돈S(MB)," 5,010 ",460.4," 2,306,600 ",
20190610,20412112,동충하초 육성돈S(MB)," 7,020 ",452.4," 3,175,840 ",
20190611,20313912,동충하초 젖돈S(MB)," 7,690 ",460.4," 3,540,470 ",
20190611,20912612,동충하초 임신돈S(MB)," 6,110 ",426.8," 2,607,740 ",
20190614,20313912,동충하초 젖돈S(MB)," 7,410 ",460.4," 3,411,560 ",
20190614,20412112,동충하초 육성돈S(MB)," 5,400 ",452.4," 2,442,960 ",
20190618,20313912,동충하초 젖돈S(MB)," 7,530 ",460.4," 3,466,810 ",
20190618,20412112,동충하초 육성돈S(MB)," 7,220 ",452.4," 3,266,320 ",
20190624,20313912,동충하초 젖돈S(MB)," 7,430 ",460.4," 3,420,770 ",
20190624,20912612,동충하초 임신돈S(MB)," 6,060 ",426.8," 2,586,400 ",
20190624,20412112,동충하초 육성돈S(MB)," 7,440 ",452.4," 3,365,850 ",
20190626,20313912,동충하초 젖돈S(MB)," 7,400 ",460.4," 3,406,960 ",
20190626,20412112,동충하초 육성돈S(MB)," 7,000 ",452.4," 3,166,800 ",
20190701,20313912,동충하초 젖돈S(MB)," 7,380 ",460.4," 3,397,750 ",
20190704,20412112,동충하초 육성돈S(MB)," 7,420 ",452.4," 3,356,800 ",
20190704,20912612,동충하초 임신돈S(MB)," 6,910 ",426.8," 2,949,180 ",
20190708,20313912,동충하초 젖돈S(MB)," 7,350 ",460.4," 3,383,940 ",
20190708,20412112,동충하초 육성돈S(MB)," 7,180 ",452.4," 3,248,230 ",
20190710,20412112,동충하초 육성돈S(MB)," 5,400 ",452.4," 2,442,960 ",
20190715,20313912,동충하초 젖돈S(MB)," 7,600 ",460.4," 3,499,040 ",
20190715,20412112,동충하초 육성돈S(MB)," 5,600 ",452.4," 2,533,440 ",
20190715,20912612,동충하초 임신돈S(MB)," 6,600 ",426.8," 2,816,880 ",
20190718,20313912,동충하초 젖돈S(MB)," 7,410 ",460.4," 3,411,560 ",
20190718,20412112,동충하초 육성돈S(MB)," 7,140 ",452.4," 3,230,130 ",
20190724,20313912,동충하초 젖돈S(MB)," 7,320 ",460.4," 3,370,120 ",
20190724,20412112,동충하초 육성돈S(MB)," 7,360 ",452.4," 3,329,660 ",
20190729,20412112,동충하초 육성돈S(MB)," 7,270 ",452.4," 3,288,940 ",
20190729,20912612,동충하초 임신돈S(MB)," 6,450 ",426.8," 2,752,860 ",
20190730,20313912,동충하초 젖돈S(MB)," 7,320 ",460.4," 3,370,120 ",
20190802,20313912,동충하초 젖돈S(MB)," 7,150 ",460.4," 3,291,860 ",
20190802,20412112,동충하초 육성돈S(MB)," 5,390 ",452.4," 2,438,430 ",
20190808,20313912,동충하초 젖돈S(MB)," 7,390 ",460.4," 3,402,350 ",
20190808,20412112,동충하초 육성돈S(MB)," 8,740 ",452.4," 3,953,970 ",
20190808,20912612,동충하초 임신돈S(MB)," 6,410 ",426.8," 2,735,780 ",
20190814,20313912,동충하초 젖돈S(MB)," 5,450 ",460.4," 2,509,180 ",
20190814,20412112,동충하초 육성돈S(MB)," 7,360 ",452.4," 3,329,660 ",
20190819,20412112,동충하초 육성돈S(MB)," 10,520 ",452.4," 4,759,240 ",
20190821,20313912,동충하초 젖돈S(MB)," 7,170 ",460.4," 3,301,060 ",
20190821,20912612,동충하초 임신돈S(MB)," 6,120 ",426.8," 2,612,010 ",
20190826,20313912,동충하초 젖돈S(MB)," 7,370 ",460.4," 3,393,140 ",
20190826,20412112,동충하초 육성돈S(MB)," 5,270 ",452.4," 2,384,140 ",
20190902,20313912,동충하초 젖돈S(MB)," 7,140 ",460.4," 3,287,250 ",
20190902,20912612,동충하초 임신돈S(MB)," 7,960 ",426.8," 3,397,320 ",
20190903,20412112,동충하초 육성돈S(MB)," 7,380 ",452.4," 3,338,710 ",
20190906,20313912,동충하초 젖돈S(MB)," 7,270 ",460.4," 3,347,100 ",
20190909,20412112,동충하초 육성돈S(MB)," 14,490 ",452.4," 6,555,270 ",
20190910,20313912,동충하초 젖돈S(MB)," 7,070 ",460.4," 3,255,020 ",
20190917,20313912,동충하초 젖돈S(MB)," 8,210 ",460.4," 3,779,880 ",
20190919,20412112,동충하초 육성돈S(MB)," 9,470 ",452.4," 4,284,220 ",
20190919,20912612,동충하초 임신돈S(MB)," 5,150 ",426.8," 2,198,020 ",
20190923,20412112,동충하초 육성돈S(MB)," 8,330 ",452.4," 3,768,490 ",
20190924,20412112,동충하초 육성돈S(MB)," 3,930 ",452.4," 1,777,930 ",
20190925,20313912,동충하초 젖돈S(MB)," 4,000 ",460.4," 1,841,600 ",
20190930,20313912,동충하초 젖돈S(MB)," 8,480 ",460.4," 3,904,190 ",
20190930,20412112,동충하초 육성돈S(MB)," 5,460 ",452.4," 2,470,100 ",
20190930,20313912,동충하초 젖돈S(MB)," 7,120 ",460.4," 3,278,040 ",
20191001,20912612,동충하초 임신돈S(MB)," 6,490 ",426.8," 2,769,930 ",
20191004,20313912,동충하초 젖돈S(MB)," 8,050 ",460.4," 3,706,220 ",
20191008,20610612,동충하초 출하돈S(MB)," 7,380 ",411.2," 3,034,650 ",
20191011,20313912,동충하초 젖돈S(MB)," 7,450 ",460.4," 3,429,980 ",
20191014,20912612,동충하초 임신돈S(MB)," 6,760 ",426.8," 2,885,160 ",
20191016,20313912,동충하초 젖돈S(MB)," 7,960 ",460.4," 3,664,780 ",
20191016,20412112,동충하초 육성돈S(MB)," 7,460 ",452.4," 3,374,900 ",
20191018,20313912,동충하초 젖돈S(MB)," 7,390 ",460.4," 3,402,350 ",
20191022,20313912,동충하초 젖돈S(MB)," 7,440 ",460.4," 3,425,370 ",
20191022,20412112,동충하초 육성돈S(MB)," 3,470 ",452.4," 1,569,820 ",
20191024,20313912,동충하초 젖돈S(MB)," 7,080 ",460.4," 3,259,630 ",
20191024,20412112,동충하초 육성돈S(MB)," 3,980 ",452.4," 1,800,550 ",
20191029,20313912,동충하초 젖돈S(MB)," 4,570 ",460.4," 2,104,020 ",
20191029,20412112,동충하초 육성돈S(MB)," 5,900 ",452.4," 2,669,160 ",
20191030,20313912,동충하초 젖돈S(MB)," 7,360 ",460.4," 3,388,540 ",
20191030,20412112,동충하초 육성돈S(MB)," 10,630 ",452.4," 4,809,010 ",
20191030,20912612,동충하초 임신돈S(MB)," 6,420 ",426.8," 2,740,050 ",
20191104,20313912,동충하초 젖돈S(MB)," 7,090 ",460.4," 3,264,230 ",
20191104,20412112,동충하초 육성돈S(MB)," 3,480 ",452.4," 1,574,350 ",
20191105,20313912,동충하초 젖돈S(MB)," 7,070 ",460.4," 3,255,020 ",
20191105,20412112,동충하초 육성돈S(MB)," 3,480 ",452.4," 1,574,350 ",
20191108,20313912,동충하초 젖돈S(MB)," 7,090 ",460.4," 3,264,230 ",
20191108,20412112,동충하초 육성돈S(MB)," 3,470 ",452.4," 1,569,820 ",
20191112,20412112,동충하초 육성돈S(MB)," 2,970 ",452.4," 1,343,620 ",
20191112,20313912,동충하초 젖돈S(MB)," 7,900 ",460.4," 3,637,160 ",
20191113,20412112,동충하초 육성돈S(MB)," 10,810 ",452.4," 4,890,440 ",
20191114,20313912,동충하초 젖돈S(MB)," 7,360 ",460.4," 3,388,540 ",
20191118,20412112,동충하초 육성돈S(MB)," 7,330 ",452.4," 3,316,090 ",
20191119,20313912,동충하초 젖돈S(MB)," 7,270 ",460.4," 3,347,100 ",
20191119,20412112,동충하초 육성돈S(MB)," 3,400 ",452.4," 1,538,160 ",
20191120,20313912,동충하초 젖돈S(MB)," 7,080 ",469.6," 3,324,760 ",
20191120,20412112,동충하초 육성돈S(MB)," 3,470 ",461.6," 1,601,750 ",
20191125,20313912,동충하초 젖돈S(MB)," 7,140 ",460.4," 3,287,250 ",
20191125,20412112,동충하초 육성돈S(MB)," 3,510 ",452.4," 1,587,920 ",
20191126,20412112,동충하초 육성돈S(MB)," 3,690 ",452.4," 1,669,350 ",
20191126,20313912,동충하초 젖돈S(MB)," 7,090 ",460.4," 3,264,230 ",
20191128,20912612,동충하초 임신돈S(MB)," 3,120 ",426.8," 1,331,610 ",
20191202,20412112,동충하초 육성돈S(MB)," 7,370 ",452.4," 3,334,180 ",
20191202,20412112,동충하초 육성돈S(MB)," 3,470 ",452.4," 1,569,820 ",
20191202,20313912,동충하초 젖돈S(MB)," 7,150 ",460.4," 3,291,860 ",
20191205,20412112,동충하초 육성돈S(MB)," 9,110 ",452.4," 4,121,360 ",
20191209,20313912,동충하초 젖돈S(MB)," 3,490 ",460.4," 1,606,790 ",
20191209,20412112,동충하초 육성돈S(MB)," 7,050 ",452.4," 3,189,420 ",
20191211,20412112,동충하초 육성돈S(MB)," 4,290 ",452.4," 1,940,790 ",
20191211,20912612,동충하초 임신돈S(MB)," 5,400 ",426.8," 2,304,720 ",
20191212,20313912,동충하초 젖돈S(MB)," 7,070 ",460.4," 3,255,020 ",
20191212,20412112,동충하초 육성돈S(MB)," 3,480 ",452.4," 1,574,350 ",
20191217,20313912,동충하초 젖돈S(MB)," 7,590 ",460.4," 3,494,430 ",
20191217,20412112,동충하초 육성돈S(MB)," 3,480 ",452.4," 1,574,350 ",
20191218,20412112,동충하초 육성돈S(MB)," 10,920 ",452.4," 4,940,200 ",
20191220,20313912,동충하초 젖돈S(MB)," 4,200 ",460.4," 1,933,680 ",
20191220,20912612,동충하초 임신돈S(MB)," 5,350 ",426.8," 2,283,380 ",
20191224,20412112,동충하초 육성돈S(MB)," 7,250 ",452.4," 3,279,900 ",
20191224,20313912,동충하초 젖돈S(MB)," 1,090 ",460.4," 501,830 ",
20191224,20412112,동충하초 육성돈S(MB)," 10,960 ",452.4," 4,958,300 ",
20191226,20313912,동충하초 젖돈S(MB)," 5,090 ",460.4," 2,343,430 ",
20191226,20412112,동충하초 육성돈S(MB)," 5,900 ",452.4," 2,669,160 ",
20200102,20313912,동충하초 젖돈S(MB)," 4,200 ",460.4," 1,933,680 ",
20200102,20912612,동충하초 임신돈S(MB)," 6,280 ",426.8," 2,680,300 ",
20200102,20412112,동충하초 육성돈S(MB)," 10,840 ",452.4," 4,904,010 ",
20200102,20412112,동충하초 육성돈S(MB)," 10,900 ",452.4," 4,931,160 ",
20200106,20313912,동충하초 젖돈S(MB)," 5,010 ",460.4," 2,306,600 ",
20200106,20412112,동충하초 육성돈S(MB)," 6,710 ",452.4," 3,035,600 ",
20200109,20313912,동충하초 젖돈S(MB)," 5,970 ",460.4," 2,748,580 ",
20200109,20412112,동충하초 육성돈S(MB)," 5,270 ",452.4," 2,384,140 ",
20200113,20313912,동충하초 젖돈S(MB)," 4,390 ",460.4," 2,021,150 ",
20200113,20912612,동충하초 임신돈S(MB)," 6,870 ",426.8," 2,932,110 ",
20200113,20412112,동충하초 육성돈S(MB), 100 ,452.4," 45,240 ",
20200114,20412112,동충하초 육성돈S(MB)," 7,070 ",452.4," 3,198,460 ",
20200117,20313912,동충하초 젖돈S(MB)," 11,010 ",460.4," 5,069,000 ",
20200117,20412112,동충하초 육성돈S(MB)," 10,950 ",452.4," 4,953,780 ",
20200121,20412112,동충하초 육성돈S(MB)," 10,970 ",452.4," 4,962,820 ",
20200122,20313912,동충하초 젖돈S(MB)," 7,470 ",460.4," 3,439,180 ",
20200122,20912612,동충하초 임신돈S(MB)," 3,040 ",426.8," 1,297,470 ",
20200128,20313912,동충하초 젖돈S(MB)," 7,150 ",460.4," 3,291,860 ",
20200128,20412112,동충하초 육성돈S(MB)," 3,980 ",452.4," 1,800,550 ",
20200203,20412112,동충하초 육성돈S(MB)," 2,460 ",452.4," 1,112,900 ",
20200203,20912612,동충하초 임신돈S(MB)," 5,250 ",426.8," 2,240,700 ",
20200203,20313912,동충하초 젖돈S(MB)," 7,170 ",460.4," 3,301,060 ",
20200203,20412112,동충하초 육성돈S(MB)," 11,160 ",452.4," 5,048,780 ",
20200207,20412112,동충하초 육성돈S(MB)," 10,900 ",452.4," 4,931,160 ",
20200210,20313912,동충하초 젖돈S(MB)," 4,150 ",460.4," 1,910,660 ",
20200210,20912612,동충하초 임신돈S(MB)," 6,460 ",426.8," 2,757,120 ",
20200211,20412112,동충하초 육성돈S(MB)," 8,140 ",452.4," 3,682,530 ",
20200214,20313912,동충하초 젖돈S(MB)," 10,670 ",460.4," 4,912,460 ",
20200218,20412112,동충하초 육성돈S(MB)," 8,870 ",452.4," 4,012,780 ",
20200220,20313912,동충하초 젖돈S(MB)," 7,170 ",460.4," 3,301,060 ",
20200220,20412112,동충하초 육성돈S(MB)," 4,160 ",452.4," 1,881,980 ",
20200224,20412112,동충하초 육성돈S(MB)," 5,090 ",452.4," 2,302,710 ",
20200224,20912612,동충하초 임신돈S(MB)," 6,510 ",426.8," 2,778,460 ",
20200226,20313912,동충하초 젖돈S(MB)," 5,310 ",460.4," 2,444,720 ",
20200226,20412112,동충하초 육성돈S(MB)," 5,470 ",452.4," 2,474,620 ",
20200303,20313912,동충하초 젖돈S(MB)," 5,300 ",460.4," 2,440,120 ",
20200303,20412112,동충하초 육성돈S(MB)," 5,730 ",452.4," 2,592,250 ",
20200305,20412112,동충하초 육성돈S(MB)," 8,640 ",452.4," 3,908,730 ",
20200305,20912612,동충하초 임신돈S(MB)," 5,510 ",426.8," 2,351,660 ",
20200309,20313912,동충하초 젖돈S(MB)," 7,090 ",460.4," 3,264,230 ",
20200309,20412112,동충하초 육성돈S(MB)," 7,140 ",452.4," 3,230,130 ",
20200313,20313912,동충하초 젖돈S(MB)," 6,130 ",460.4," 2,822,250 ",
20200313,20412112,동충하초 육성돈S(MB)," 5,100 ",452.4," 2,307,240 ",
20200316,20412112,동충하초 육성돈S(MB)," 5,130 ",452.4," 2,320,810 ",
20200316,20912612,동충하초 임신돈S(MB)," 5,910 ",426.8," 2,522,380 ",
20200318,20313912,동충하초 젖돈S(MB)," 7,110 ",460.4," 3,273,440 ",
20200318,20412112,동충하초 육성돈S(MB)," 7,440 ",452.4," 3,365,850 ",
20200323,20313912,동충하초 젖돈S(MB)," 6,290 ",460.4," 2,895,910 ",
20200323,20412112,동충하초 육성돈S(MB)," 5,100 ",452.4," 2,307,240 ",
20200325,20412112,동충하초 육성돈S(MB)," 5,100 ",452.4," 2,307,240 ",
20200325,20912612,동충하초 임신돈S(MB)," 5,810 ",426.8," 2,479,700 ",
20200326,20313912,동충하초 젖돈S(MB)," 5,040 ",460.4," 2,320,410 ",
20200326,20412112,동충하초 육성돈S(MB)," 3,020 ",452.4," 1,366,240 ",
20200331,20412112,동충하초 육성돈S(MB)," 4,490 ",452.4," 2,031,270 ",
20200401,20313912,동충하초 젖돈S(MB)," 7,110 ",460.4," 3,273,440 ",
20200401,20412112,동충하초 육성돈S(MB)," 4,140 ",452.4," 1,872,930 ",
20200406,20412112,동충하초 육성돈S(MB)," 8,240 ",452.4," 3,727,770 ",
20200406,20912612,동충하초 임신돈S(MB)," 6,210 ",426.8," 2,650,420 ",
20200408,20313912,동충하초 젖돈S(MB)," 7,110 ",460.4," 3,273,440 ",
20200408,20412112,동충하초 육성돈S(MB)," 7,130 ",452.4," 3,225,610 ",
20200408,41913331,한우스토리400F, 1 ,9350," 9,350 ",
20200413,20412112,동충하초 육성돈S(MB)," 8,230 ",452.4," 3,723,250 ",
20200414,20313912,동충하초 젖돈S(MB)," 5,140 ",460.4," 2,366,450 ",
20200416,20912612,동충하초 임신돈S(MB)," 5,970 ",426.8," 2,547,990 ",
20200420,20313912,동충하초 젖돈S(MB)," 7,310 ",460.4," 3,365,520 ",
20200420,20412112,동충하초 육성돈S(MB)," 4,320 ",452.4," 1,954,360 ",
20200422,20412112,동충하초 육성돈S(MB)," 4,550 ",452.4," 2,058,420 ",
20200427,20313912,동충하초 젖돈S(MB)," 6,280 ",460.4," 2,891,310 ",
20200427,20412112,동충하초 육성돈S(MB)," 10,100 ",452.4," 4,569,240 ",
20200427,20912612,동충하초 임신돈S(MB)," 5,910 ",426.8," 2,522,380 ",
20200504,20313912,동충하초 젖돈S(MB)," 11,020 ",460.4," 5,073,600 ",
20200504,20412112,동충하초 육성돈S(MB)," 22,210 ",452.4," 10,047,800 ",
20200508,20313912,동충하초 젖돈S(MB)," 11,170 ",460.4," 5,142,660 ",
20200508,20912612,동충하초 임신돈S(MB)," 5,580 ",426.8," 2,381,540 ",
20200513,20412112,동충하초 육성돈S(MB)," 7,370 ",462," 3,404,940 ",
20200515,20313912,동충하초 젖돈S(MB)," 8,540 ",460.4," 3,931,810 ",
20200519,20412112,동충하초 육성돈S(MB)," 7,540 ",462," 3,483,480 ",
20200519,20912612,동충하초 임신돈S(MB)," 5,070 ",436.8," 2,214,570 ",
20200522,20313912,동충하초 젖돈S(MB)," 7,070 ",470," 3,322,900 ",
20200522,20412112,동충하초 육성돈S(MB)," 7,090 ",462," 3,275,580 ",
20200528,20313912,동충하초 젖돈S(MB)," 7,330 ",470," 3,445,100 ",
20200528,20912612,동충하초 임신돈S(MB)," 6,090 ",436.8," 2,660,110 ",
20200529,20313912,동충하초 젖돈S(MB)," 1,790 ",470," 841,300 ",
20200529,20412112,동충하초 육성돈S(MB)," 9,920 ",462," 4,583,040 ",
20200605,20313912,동충하초 젖돈S(MB)," 7,050 ",470," 3,313,500 ",
20200605,20412112,동충하초 육성돈S(MB)," 7,530 ",462," 3,478,860 ",
20200608,20912612,동충하초 임신돈S(MB)," 3,220 ",436.8," 1,406,490 ",
20200610,20313912,동충하초 젖돈S(MB)," 7,450 ",470," 3,501,500 ",
20200610,20912612,동충하초 임신돈S(MB)," 3,140 ",436.8," 1,371,550 ",
20200612,20313912,동충하초 젖돈S(MB)," 5,760 ",470," 2,707,200 ",
20200612,20412112,동충하초 육성돈S(MB)," 5,760 ",462," 2,661,120 ",
20200616,20313912,동충하초 젖돈S(MB)," 7,090 ",470," 3,332,300 ",
20200616,20412112,동충하초 육성돈S(MB)," 5,160 ",462," 2,383,920 ",
20200618,20412112,동충하초 육성돈S(MB)," 6,490 ",462," 2,998,380 ",
20200618,20912612,동충하초 임신돈S(MB)," 5,150 ",436.8," 2,249,520 ",
20200622,20313912,동충하초 젖돈S(MB)," 7,090 ",470," 3,332,300 ",
20200622,20412112,동충하초 육성돈S(MB)," 7,110 ",462," 3,284,820 ",
20200629,20912612,동충하초 임신돈S(MB)," 5,840 ",436.8," 2,550,910 ",
20200703,20313912,동충하초 젖돈S(MB)," 8,060 ",470," 3,788,200 ",
20200703,20412112,동충하초 육성돈S(MB)," 6,090 ",462," 2,813,580 ",
20200706,20313912,동충하초 젖돈S(MB)," 7,140 ",470," 3,355,800 ",
20200706,20412112,동충하초 육성돈S(MB)," 7,120 ",462," 3,289,440 ",
20200713,20313912,동충하초 젖돈S(MB)," 7,080 ",470," 3,327,600 ",
20200713,20412112,동충하초 육성돈S(MB)," 7,100 ",462," 3,280,200 ",
20200717,20313912,동충하초 젖돈S(MB)," 6,280 ",470," 2,951,600 ",
20200717,20412112,동충하초 육성돈S(MB)," 7,070 ",462," 3,266,340 ",
20200720,20912612,동충하초 임신돈S(MB)," 5,670 ",436.8," 2,476,650 ",
20200722,20313912,동충하초 젖돈S(MB)," 6,380 ",470," 2,998,600 ",
20200722,20412112,동충하초 육성돈S(MB)," 6,350 ",462," 2,933,700 ",
20200727,20313912,동충하초 젖돈S(MB)," 6,600 ",470," 3,102,000 ",
20200731,20313912,동충하초 젖돈S(MB)," 6,470 ",470," 3,040,900 ",
20200731,20912612,동충하초 임신돈S(MB)," 6,230 ",436.8," 2,721,260 ",
20200731,20912612,동충하초 임신돈S(MB)," 6,170 ",436.8," 2,695,050 ",
20200803,20412112,동충하초 육성돈S(MB)," 12,430 ",462," 5,742,660 ",
20200806,20313912,동충하초 젖돈S(MB)," 7,040 ",470," 3,308,800 ",
20200812,20912612,동충하초 임신돈S(MB)," 6,230 ",436.8," 2,721,260 ",
20200813,20313912,동충하초 젖돈S(MB)," 5,080 ",470," 2,387,600 ",
20200813,20412112,동충하초 육성돈S(MB)," 7,080 ",462," 3,270,960 ",
20200818,20313912,동충하초 젖돈S(MB)," 7,070 ",470," 3,322,900 ",
20200818,20412112,동충하초 육성돈S(MB)," 5,380 ",462," 2,485,560 ",
20200824,20313912,동충하초 젖돈S(MB)," 6,270 ",470," 2,946,900 ",
20200824,20412112,동충하초 육성돈S(MB)," 6,090 ",462," 2,813,580 ",
20200826,20412112,동충하초 육성돈S(MB)," 6,990 ",462," 3,229,380 ",
20200826,20912612,동충하초 임신돈S(MB)," 5,960 ",436.8," 2,603,320 ",
20200831,20412112,동충하초 육성돈S(MB)," 3,120 ",462," 1,441,440 ",
20200902,20412112,동충하초 육성돈S(MB)," 5,420 ",462," 2,504,040 ",
20200902,20313912,동충하초 젖돈S(MB)," 6,860 ",470," 3,224,200 ",
20200908,20412112,동충하초 육성돈S(MB)," 3,110 ",462," 1,436,820 ",
20200908,20912612,동충하초 임신돈S(MB)," 6,260 ",436.8," 2,734,360 ",
20200909,20313912,동충하초 젖돈S(MB)," 7,170 ",470," 3,369,900 ",
20200909,20412112,동충하초 육성돈S(MB)," 5,200 ",462," 2,402,400 ",
