전표일자,ITEM_CD,제품코드/명  칭, 수  량 ,판매단가, 판매대금 ,
20170306,20412112,동충하초 육성돈S(MB)," 3,520 ",441.6," 1,554,430 ",
20170307,20313912,동충하초 젖돈S(MB)," 7,230 ",465.2," 3,363,390 ",
20170309,20412212,동충하초 육성돈MB," 7,010 ",422," 2,958,220 ",
20170313,20313912,동충하초 젖돈S(MB)," 7,240 ",465.2," 3,368,040 ",
20170313,20412112,동충하초 육성돈S(MB)," 3,480 ",441.6," 1,536,760 ",
20170315,20313912,동충하초 젖돈S(MB)," 2,270 ",465.2," 1,056,000 ",
20170315,20412112,동충하초 육성돈S(MB)," 5,600 ",441.6," 2,472,960 ",
20170315,20912612,동충하초 임신돈S(MB)," 5,000 ",432.8," 2,164,000 ",
20170322,20313912,동충하초 젖돈S(MB)," 7,210 ",465.2," 3,354,090 ",
20170322,20412112,동충하초 육성돈S(MB)," 7,620 ",441.6," 3,364,990 ",
20170327,20412112,동충하초 육성돈S(MB)," 3,140 ",441.6," 1,386,620 ",
20170327,20912612,동충하초 임신돈S(MB)," 5,650 ",432.8," 2,445,320 ",
20170329,20313912,동충하초 젖돈S(MB)," 4,220 ",465.2," 1,963,140 ",
20170329,20412112,동충하초 육성돈S(MB)," 7,150 ",441.6," 3,157,440 ",
20170329,20313912,동충하초 젖돈S(MB)," 3,150 ",465.2," 1,465,380 ",
20170330,20412112,동충하초 육성돈S(MB)," 3,160 ",441.6," 1,395,450 ",
20170403,20313912,동충하초 젖돈S(MB)," 5,740 ",465.2," 2,670,240 ",
20170403,20412112,동충하초 육성돈S(MB)," 5,480 ",441.6," 2,419,960 ",
20170403,20313912,동충하초 젖돈S(MB),"-3,150 ",465.2,"-1,465,380 ",
20170410,20412112,동충하초 육성돈S(MB)," 7,420 ",441.6," 3,276,670 ",
20170410,20912612,동충하초 임신돈S(MB)," 5,040 ",432.8," 2,181,310 ",
20170410,20313912,동충하초 젖돈S(MB)," 7,610 ",465.2," 3,540,170 ",
20170413,20412112,동충하초 육성돈S(MB)," 3,180 ",441.6," 1,404,280 ",
20170417,20313912,동충하초 젖돈S(MB)," 7,290 ",465.2," 3,391,300 ",
20170417,20412112,동충하초 육성돈S(MB)," 7,400 ",441.6," 3,267,840 ",
20170421,20412112,동충하초 육성돈S(MB)," 4,130 ",441.6," 1,823,800 ",
20170421,20912612,동충하초 임신돈S(MB)," 5,590 ",432.8," 2,419,350 ",
20170424,20313912,동충하초 젖돈S(MB)," 7,500 ",465.2," 3,489,000 ",
20170424,20412112,동충하초 육성돈S(MB)," 7,590 ",441.6," 3,351,740 ",
20170428,20412112,동충하초 육성돈S(MB)," 3,140 ",441.6," 1,386,620 ",
20170502,20313912,동충하초 젖돈S(MB)," 7,260 ",465.2," 3,377,350 ",
20170502,20412112,동충하초 육성돈S(MB)," 7,590 ",441.6," 3,351,740 ",
20170504,20912612,동충하초 임신돈S(MB)," 5,680 ",432.8," 2,458,300 ",
20170510,20313912,동충하초 젖돈S(MB)," 7,140 ",465.2," 3,321,520 ",
20170510,20412112,동충하초 육성돈S(MB)," 11,580 ",441.6," 5,113,720 ",
20170515,20412112,동충하초 육성돈S(MB)," 3,370 ",441.6," 1,488,190 ",
20170519,20313912,동충하초 젖돈S(MB)," 7,360 ",465.2," 3,423,870 ",
20170519,20412112,동충하초 육성돈S(MB)," 4,110 ",441.6," 1,814,970 ",
20170519,20912612,동충하초 임신돈S(MB)," 5,670 ",432.8," 2,453,970 ",
20170522,20412112,동충하초 육성돈S(MB)," 3,060 ",441.6," 1,351,290 ",
20170529,20313912,동충하초 젖돈S(MB)," 7,270 ",465.2," 3,382,000 ",
20170529,20412112,동충하초 육성돈S(MB)," 7,540 ",441.6," 3,329,660 ",
20170602,20912612,동충하초 임신돈S(MB)," 5,210 ",432.8," 2,254,880 ",
20170605,20313912,동충하초 젖돈S(MB)," 7,210 ",465.2," 3,354,090 ",
20170605,20412112,동충하초 육성돈S(MB)," 7,460 ",441.6," 3,294,330 ",
20170612,20412112,동충하초 육성돈S(MB)," 3,210 ",441.6," 1,417,530 ",
20170614,20412112,동충하초 육성돈S(MB)," 7,350 ",441.6," 3,245,760 ",
20170614,20912612,동충하초 임신돈S(MB)," 5,720 ",432.8," 2,475,610 ",
20170615,20313912,동충하초 젖돈S(MB)," 7,560 ",465.2," 3,516,910 ",
20170621,20412112,동충하초 육성돈S(MB)," 3,050 ",441.6," 1,346,880 ",
20170623,20412112,동충하초 육성돈S(MB)," 7,450 ",441.6," 3,289,920 ",
20170626,20313912,동충하초 젖돈S(MB)," 7,290 ",465.2," 3,391,300 ",
20170627,20412112,동충하초 육성돈S(MB)," 3,180 ",441.6," 1,404,280 ",
20170627,20912612,동충하초 임신돈S(MB)," 5,820 ",432.8," 2,518,890 ",
20170703,20412112,동충하초 육성돈S(MB)," 7,400 ",441.6," 3,267,840 ",
20170704,20313912,동충하초 젖돈S(MB)," 7,190 ",465.2," 3,344,780 ",
20170707,20412112,동충하초 육성돈S(MB)," 3,700 ",441.6," 1,633,920 ",
20170711,20412112,동충하초 육성돈S(MB)," 7,320 ",441.6," 3,232,510 ",
20170711,20912612,동충하초 임신돈S(MB)," 5,130 ",432.8," 2,220,260 ",
20170714,20313912,동충하초 젖돈S(MB)," 6,580 ",465.2," 3,061,010 ",
20170718,20412112,동충하초 육성돈S(MB)," 5,670 ",441.6," 2,503,870 ",
20170724,20313912,동충하초 젖돈S(MB)," 6,470 ",465.2," 3,009,840 ",
20170724,20912612,동충하초 임신돈S(MB)," 5,210 ",432.8," 2,254,880 ",
20170731,20412112,동충하초 육성돈S(MB)," 4,760 ",441.6," 2,102,010 ",
20170801,20313912,동충하초 젖돈S(MB)," 6,290 ",465.2," 2,926,100 ",
20170803,20412112,동충하초 육성돈S(MB)," 7,230 ",441.6," 3,192,760 ",
20170807,20912612,동충하초 임신돈S(MB)," 5,220 ",432.8," 2,259,210 ",
20170810,20313912,동충하초 젖돈S(MB)," 5,510 ",465.2," 2,563,250 ",
20170810,20412112,동충하초 육성돈S(MB)," 10,190 ",441.6," 4,499,900 ",
20170816,20313912,동충하초 젖돈S(MB)," 6,550 ",465.2," 3,047,060 ",
20170816,20412112,동충하초 육성돈S(MB)," 5,640 ",441.6," 2,490,620 ",
20170821,20912612,동충하초 임신돈S(MB)," 5,540 ",432.8," 2,397,710 ",
20170824,20313912,동충하초 젖돈S(MB)," 5,120 ",465.2," 2,381,820 ",
20170824,20412112,동충하초 육성돈S(MB)," 7,650 ",441.6," 3,378,240 ",
20170830,20313912,동충하초 젖돈S(MB)," 7,050 ",465.2," 3,279,660 ",
20170830,20412112,동충하초 육성돈S(MB)," 4,070 ",441.6," 1,797,310 ",
20170905,20412112,동충하초 육성돈S(MB)," 7,140 ",441.6," 3,153,020 ",
20170905,20912612,동충하초 임신돈S(MB)," 5,030 ",432.8," 2,176,980 ",
20170906,20313912,동충하초 젖돈S(MB)," 7,470 ",465.2," 3,475,040 ",
20170906,20412112,동충하초 육성돈S(MB)," 5,500 ",441.6," 2,428,800 ",
20170912,20313912,동충하초 젖돈S(MB)," 6,720 ",465.2," 3,126,140 ",
20170918,20313912,동충하초 젖돈S(MB)," 7,470 ",465.2," 3,475,040 ",
20170918,20412112,동충하초 육성돈S(MB)," 7,390 ",441.6," 3,263,420 ",
20170919,20412112,동충하초 육성돈S(MB)," 3,430 ",441.6," 1,514,680 ",
20170919,20912612,동충하초 임신돈S(MB)," 5,300 ",432.8," 2,293,840 ",
20170926,20313912,동충하초 젖돈S(MB)," 7,340 ",465.2," 3,414,560 ",
20170926,20412112,동충하초 육성돈S(MB)," 3,120 ",441.6," 1,377,790 ",
20170928,20412112,동충하초 육성돈S(MB)," 7,270 ",441.6," 3,210,430 ",
20170929,20912612,동충하초 임신돈S(MB)," 3,020 ",432.8," 1,307,050 ",
20171010,20313912,동충하초 젖돈S(MB)," 6,330 ",465.2," 2,944,710 ",
20171010,20412112,동충하초 육성돈S(MB)," 6,340 ",441.6," 2,799,740 ",
20171010,20313912,동충하초 젖돈S(MB)," 7,430 ",465.2," 3,456,430 ",
20171010,20412112,동충하초 육성돈S(MB)," 7,480 ",441.6," 3,303,160 ",
20171011,20912612,동충하초 임신돈S(MB)," 4,800 ",432.8," 2,077,440 ",
20171017,20313912,동충하초 젖돈S(MB)," 7,270 ",465.2," 3,382,000 ",
20171017,20412112,동충하초 육성돈S(MB)," 7,710 ",441.6," 3,404,730 ",
20171023,20412112,동충하초 육성돈S(MB)," 3,490 ",441.6," 1,541,180 ",
20171023,20912612,동충하초 임신돈S(MB)," 5,130 ",432.8," 2,220,260 ",
20171024,20313912,동충하초 젖돈S(MB)," 7,200 ",474.8," 3,418,560 ",
20171024,20412112,동충하초 육성돈S(MB)," 7,340 ",450.8," 3,308,870 ",
20171030,20313912,동충하초 젖돈S(MB)," 7,580 ",465.2," 3,526,210 ",
20171030,20412112,동충하초 육성돈S(MB)," 4,220 ",441.6," 1,863,550 ",
20171103,20412112,동충하초 육성돈S(MB)," 7,390 ",441.6," 3,263,420 ",
20171106,20313912,동충하초 젖돈S(MB),"-7,200 ",474.8,"-3,418,560 ",
20171106,20412112,동충하초 육성돈S(MB),"-7,340 ",450.8,"-3,308,870 ",
20171106,20313912,동충하초 젖돈S(MB)," 7,200 ",465.2," 3,349,440 ",
20171106,20412112,동충하초 육성돈S(MB)," 7,340 ",441.6," 3,241,340 ",
20171106,20313912,동충하초 젖돈S(MB)," 4,030 ",465.2," 1,874,750 ",
20171107,20412112,동충하초 육성돈S(MB),"-3,640 ",441.6,"-1,607,420 ",
20171107,20412112,동충하초 육성돈S(MB)," 4,210 ",441.6," 1,859,130 ",
20171107,20912612,동충하초 임신돈S(MB)," 5,500 ",432.8," 2,380,400 ",
20171108,20412112,동충하초 육성돈S(MB)," 3,250 ",441.6," 1,435,200 ",
20171108,20412112,동충하초 육성돈S(MB)," 3,870 ",441.6," 1,708,990 ",
20171113,20313912,동충하초 젖돈S(MB)," 6,760 ",465.2," 3,144,750 ",
20171113,20412112,동충하초 육성돈S(MB)," 4,110 ",441.6," 1,814,970 ",
20171117,20313912,동충하초 젖돈S(MB)," 6,200 ",457.6," 2,837,120 ",
20171117,20412112,동충하초 육성돈S(MB)," 7,050 ",434," 3,059,700 ",
20171122,20412112,동충하초 육성돈S(MB)," 8,330 ",434," 3,615,220 ",
20171123,20313912,동충하초 젖돈S(MB)," 7,270 ",457.6," 3,326,750 ",
20171123,20912612,동충하초 임신돈S(MB)," 5,330 ",424.8," 2,264,180 ",
20171129,20313912,동충하초 젖돈S(MB)," 7,400 ",457.6," 3,386,240 ",
20171129,20412112,동충하초 육성돈S(MB)," 8,210 ",434," 3,563,140 ",
20171204,20412112,동충하초 육성돈S(MB)," 7,260 ",434," 3,150,840 ",
20171205,20313912,동충하초 젖돈S(MB)," 6,730 ",457.6," 3,079,640 ",
20171207,20912612,동충하초 임신돈S(MB)," 5,180 ",424.8," 2,200,460 ",
20171211,20313912,동충하초 젖돈S(MB)," 7,540 ",457.6," 3,450,300 ",
20171211,20412112,동충하초 육성돈S(MB)," 7,370 ",434," 3,198,580 ",
20171213,20412112,동충하초 육성돈S(MB)," 3,690 ",434," 1,601,460 ",
20171218,20313912,동충하초 젖돈S(MB)," 7,040 ",457.6," 3,221,500 ",
20171218,20412112,동충하초 육성돈S(MB)," 7,270 ",434," 3,155,180 ",
20171219,20912612,동충하초 임신돈S(MB)," 5,630 ",424.8," 2,391,620 ",
20171222,20313912,동충하초 젖돈S(MB)," 5,690 ",457.6," 2,603,740 ",
20171222,20412112,동충하초 육성돈S(MB)," 5,840 ",434," 2,534,560 ",
20180102,20912612,동충하초 임신돈S(MB)," 5,630 ",424.8," 2,391,620 ",
20180102,20313912,동충하초 젖돈S(MB)," 6,940 ",457.6," 3,175,740 ",
20180102,20412112,동충하초 육성돈S(MB)," 7,420 ",434," 3,220,280 ",
20180104,20313912,동충하초 젖돈S(MB)," 7,170 ",457.6," 3,280,990 ",
20180104,20412112,동충하초 육성돈S(MB)," 7,440 ",434," 3,228,960 ",
20180108,20412112,동충하초 육성돈S(MB)," 3,010 ",434," 1,306,340 ",
20180111,20313912,동충하초 젖돈S(MB)," 6,960 ",457.6," 3,184,890 ",
20180111,20412112,동충하초 육성돈S(MB)," 6,960 ",434," 3,020,640 ",
20180115,20912612,동충하초 임신돈S(MB)," 5,220 ",424.8," 2,217,450 ",
20180115,20412112,동충하초 육성돈S(MB)," 3,790 ",434," 1,644,860 ",
20180118,20313912,동충하초 젖돈S(MB)," 7,190 ",457.6," 3,290,140 ",
20180118,20412112,동충하초 육성돈S(MB)," 7,350 ",434," 3,189,900 ",
20180125,20313912,동충하초 젖돈S(MB)," 6,860 ",457.6," 3,139,130 ",
20180125,20412112,동충하초 육성돈S(MB)," 7,520 ",434," 3,263,680 ",
20180129,20412112,동충하초 육성돈S(MB)," 3,680 ",434," 1,597,120 ",
20180129,20912612,동충하초 임신돈S(MB)," 4,860 ",424.8," 2,064,520 ",
20180202,20313912,동충하초 젖돈S(MB)," 7,150 ",457.6," 3,271,840 ",
20180202,20412112,동충하초 육성돈S(MB)," 7,510 ",434," 3,259,340 ",
20180206,20412112,동충하초 육성돈S(MB)," 3,140 ",434," 1,362,760 ",
20180208,20412112,동충하초 육성돈S(MB)," 7,280 ",434," 3,159,520 ",
20180208,20912612,동충하초 임신돈S(MB)," 5,390 ",424.8," 2,289,670 ",
20180212,20313912,동충하초 젖돈S(MB)," 7,270 ",457.6," 3,326,750 ",
20180212,20412112,동충하초 육성돈S(MB)," 3,930 ",434," 1,705,620 ",
20180213,20313912,동충하초 젖돈S(MB)," 3,110 ",457.6," 1,423,130 ",
20180214,20412112,동충하초 육성돈S(MB)," 6,230 ",434," 2,703,820 ",
20180220,20412112,동충하초 육성돈S(MB)," 7,420 ",434," 3,220,280 ",
20180221,20313912,동충하초 젖돈S(MB)," 7,270 ",457.6," 3,326,750 ",
20180221,20912612,동충하초 임신돈S(MB)," 5,580 ",424.8," 2,370,380 ",
20180226,20412112,동충하초 육성돈S(MB)," 3,820 ",434," 1,657,880 ",
20180228,20313912,동충하초 젖돈S(MB)," 6,680 ",457.6," 3,056,760 ",
20180302,20412112,동충하초 육성돈S(MB)," 7,370 ",434," 3,198,580 ",
20180306,20412112,동충하초 육성돈S(MB)," 3,210 ",434," 1,393,140 ",
20180307,20313912,동충하초 젖돈S(MB)," 4,900 ",457.6," 2,242,240 ",
20180307,20912612,동충하초 임신돈S(MB)," 5,700 ",424.8," 2,421,360 ",
20180312,20412112,동충하초 육성돈S(MB)," 6,920 ",434," 3,003,280 ",
20180313,20313912,동충하초 젖돈S(MB)," 6,950 ",457.6," 3,180,320 ",
20180313,20412112,동충하초 육성돈S(MB)," 3,210 ",434," 1,393,140 ",
20180320,20313912,동충하초 젖돈S(MB)," 7,230 ",457.6," 3,308,440 ",
20180320,20412112,동충하초 육성돈S(MB)," 7,350 ",434," 3,189,900 ",
20180321,20912612,동충하초 임신돈S(MB)," 5,410 ",424.8," 2,298,160 ",
20180323,20412112,동충하초 육성돈S(MB)," 3,230 ",434," 1,401,820 ",
20180327,20313912,동충하초 젖돈S(MB)," 7,190 ",457.6," 3,290,140 ",
20180327,20412112,동충하초 육성돈S(MB)," 7,100 ",434," 3,081,400 ",
20180402,20412112,동충하초 육성돈S(MB)," 3,110 ",434," 1,349,740 ",
20180403,20412112,동충하초 육성돈S(MB)," 6,990 ",434," 3,033,660 ",
20180403,20912612,동충하초 임신돈S(MB)," 5,410 ",424.8," 2,298,160 ",
20180404,20313912,동충하초 젖돈S(MB)," 6,960 ",457.6," 3,184,890 ",
20180409,20412112,동충하초 육성돈S(MB)," 3,250 ",434," 1,410,500 ",
20180411,20313912,동충하초 젖돈S(MB)," 7,160 ",441.6," 3,161,850 ",
20180411,20412112,동충하초 육성돈S(MB)," 6,830 ",434," 2,964,220 ",
20180416,20412112,동충하초 육성돈S(MB)," 2,980 ",434," 1,293,320 ",
20180418,20313912,동충하초 젖돈S(MB)," 7,180 ",441.6," 3,170,680 ",
20180419,20912612,동충하초 임신돈S(MB)," 5,350 ",408.4," 2,184,940 ",
20180419,20412112,동충하초 육성돈S(MB)," 7,350 ",434," 3,189,900 ",
20180426,20313912,동충하초 젖돈S(MB)," 7,220 ",457.6," 3,303,870 ",
20180426,20412112,동충하초 육성돈S(MB)," 3,100 ",434," 1,345,400 ",
20180427,20412112,동충하초 육성돈S(MB)," 7,200 ",434," 3,124,800 ",
20180502,20412112,동충하초 육성돈S(MB)," 3,180 ",434," 1,380,120 ",
20180503,20313912,동충하초 젖돈S(MB)," 7,180 ",457.6," 3,285,560 ",
20180503,20912612,동충하초 임신돈S(MB)," 5,150 ",408.4," 2,103,260 ",
20180504,20412112,동충하초 육성돈S(MB)," 7,020 ",434," 3,046,680 ",
20180509,20412112,동충하초 육성돈S(MB)," 3,640 ",434," 1,579,760 ",
20180511,20313912,동충하초 젖돈S(MB)," 7,100 ",457.6," 3,248,960 ",
20180515,20412112,동충하초 육성돈S(MB)," 7,540 ",434," 3,272,360 ",
20180516,20912612,동충하초 임신돈S(MB)," 5,040 ",408.4," 2,058,330 ",
20180521,20412112,동충하초 육성돈S(MB)," 3,040 ",434," 1,319,360 ",
20180521,20313912,동충하초 젖돈S(MB)," 7,150 ",457.6," 3,271,840 ",
20180524,20412112,동충하초 육성돈S(MB)," 6,880 ",434," 2,985,920 ",
20180528,20313912,동충하초 젖돈S(MB)," 5,170 ",457.6," 2,365,790 ",
20180528,20412112,동충하초 육성돈S(MB)," 3,360 ",434," 1,458,240 ",
20180529,20912612,동충하초 임신돈S(MB)," 5,390 ",408.4," 2,201,270 ",
20180604,20510312,동충하초 비육돈S(MB)," 7,050 ",418.4," 2,949,720 ",
20180604,20313912,동충하초 젖돈S(MB)," 7,070 ",457.6," 3,235,230 ",
20180605,20412112,동충하초 육성돈S(MB)," 3,130 ",434," 1,358,420 ",
20180611,20313912,동충하초 젖돈S(MB)," 7,400 ",457.6," 3,386,240 ",
20180611,20412112,동충하초 육성돈S(MB)," 3,980 ",434," 1,727,320 ",
20180611,20912612,동충하초 임신돈S(MB)," 5,030 ",408.4," 2,054,250 ",
20180615,20412112,동충하초 육성돈S(MB)," 3,460 ",434," 1,501,640 ",
20180618,20412112,동충하초 육성돈S(MB)," 7,240 ",434," 3,142,160 ",
20180618,20313912,동충하초 젖돈S(MB)," 7,260 ",457.6," 3,322,170 ",
20180625,20912612,동충하초 임신돈S(MB)," 5,160 ",408.4," 2,107,340 ",
20180625,20412112,동충하초 육성돈S(MB)," 3,290 ",434," 1,427,860 ",
20180626,20313912,동충하초 젖돈S(MB)," 7,060 ",457.6," 3,230,650 ",
20180628,20412112,동충하초 육성돈S(MB)," 6,960 ",434," 3,020,640 ",
20180704,20313912,동충하초 젖돈S(MB)," 3,120 ",457.6," 1,427,710 ",
20180706,20313912,동충하초 젖돈S(MB)," 4,770 ",457.6," 2,182,750 ",
20180706,20412112,동충하초 육성돈S(MB)," 8,550 ",434," 3,710,700 ",
20180709,20912612,동충하초 임신돈S(MB)," 5,180 ",408.4," 2,115,510 ",
20180713,20313912,동충하초 젖돈S(MB)," 5,470 ",449.6," 2,459,310 ",
20180716,20412112,동충하초 육성돈S(MB)," 6,310 ",441.6," 2,786,490 ",
20180720,20313912,동충하초 젖돈S(MB)," 3,400 ",449.6," 1,528,640 ",
20180720,20412112,동충하초 육성돈S(MB)," 3,930 ",441.6," 1,735,480 ",
20180723,20412112,동충하초 육성돈S(MB)," 7,260 ",441.6," 3,206,010 ",
20180723,20912612,동충하초 임신돈S(MB)," 5,600 ",408.4," 2,287,040 ",
20180725,20313912,동충하초 젖돈S(MB)," 5,240 ",449.6," 2,355,900 ",
20180801,20313912,동충하초 젖돈S(MB)," 5,250 ",449.6," 2,360,400 ",
20180806,20412112,동충하초 육성돈S(MB)," 7,220 ",441.6," 3,188,350 ",
20180807,20912612,동충하초 임신돈S(MB)," 5,550 ",416.4," 2,311,020 ",
20180808,20313912,동충하초 젖돈S(MB)," 5,240 ",449.6," 2,355,900 ",
20180808,20412112,동충하초 육성돈S(MB)," 4,240 ",441.6," 1,872,380 ",
20180813,20313912,동충하초 젖돈S(MB)," 3,090 ",449.6," 1,389,260 ",
20180814,20313912,동충하초 젖돈S(MB)," 3,270 ",449.6," 1,470,190 ",
20180817,20313912,동충하초 젖돈S(MB)," 6,040 ",449.6," 2,715,580 ",
20180817,20412112,동충하초 육성돈S(MB)," 5,270 ",441.6," 2,327,230 ",
20180822,20313912,동충하초 젖돈S(MB)," 7,560 ",449.6," 3,398,970 ",
20180822,20412112,동충하초 육성돈S(MB)," 3,100 ",441.6," 1,368,960 ",
20180822,20912612,동충하초 임신돈S(MB)," 5,200 ",416.4," 2,165,280 ",
20180827,20313912,동충하초 젖돈S(MB)," 5,560 ",449.6," 2,499,770 ",
20180827,20412112,동충하초 육성돈S(MB)," 2,300 ",441.6," 1,015,680 ",
20180828,20412112,동충하초 육성돈S(MB)," 3,920 ",441.6," 1,731,070 ",
20180829,20313912,동충하초 젖돈S(MB)," 2,190 ",449.6," 984,620 ",
20180831,20313912,동충하초 젖돈S(MB)," 6,560 ",449.6," 2,949,370 ",
20180903,20313912,동충하초 젖돈S(MB)," 5,700 ",449.6," 2,562,720 ",
20180903,20412112,동충하초 육성돈S(MB)," 5,620 ",441.6," 2,481,790 ",
20180904,20912612,동충하초 임신돈S(MB)," 3,150 ",424.8," 1,338,120 ",
20180906,20412112,동충하초 육성돈S(MB)," 10,370 ",441.6," 4,579,390 ",
20180910,20412112,동충하초 육성돈S(MB)," 7,230 ",441.6," 3,192,760 ",
20180911,20313912,동충하초 젖돈S(MB)," 6,930 ",449.6," 3,115,720 ",
20180911,20412112,동충하초 육성돈S(MB)," 5,580 ",441.6," 2,464,120 ",
20180913,20313912,동충하초 젖돈S(MB)," 10,920 ",458.8," 5,010,090 ",
20180914,20912612,동충하초 임신돈S(MB)," 5,750 ",424.8," 2,442,600 ",
20180919,20313912,동충하초 젖돈S(MB)," 5,370 ",449.6," 2,414,350 ",
20180919,20412112,동충하초 육성돈S(MB)," 5,370 ",441.6," 2,371,390 ",
20180920,20412112,동충하초 육성돈S(MB)," 3,010 ",441.6," 1,329,210 ",
20180921,20313912,동충하초 젖돈S(MB)," 3,060 ",449.6," 1,375,770 ",
20180927,20412112,동충하초 육성돈S(MB)," 6,860 ",441.6," 3,029,370 ",
20180927,20412112,동충하초 육성돈S(MB)," 3,440 ",441.6," 1,519,100 ",
20180928,20912612,동충하초 임신돈S(MB)," 5,260 ",416.4," 2,190,260 ",
20181001,20313912,동충하초 젖돈S(MB)," 5,020 ",449.6," 2,256,990 ",
20181001,20412112,동충하초 육성돈S(MB)," 7,030 ",441.6," 3,104,440 ",
20181001,20313912,동충하초 젖돈S(MB)," 5,470 ",449.6," 2,459,310 ",
20181004,20412112,동충하초 육성돈S(MB)," 7,250 ",441.6," 3,201,600 ",
20181004,20912612,동충하초 임신돈S(MB)," 2,040 ",416.4," 849,450 ",
20181005,20412112,동충하초 육성돈S(MB)," 6,940 ",441.6," 3,064,700 ",
20181008,20313912,동충하초 젖돈S(MB)," 5,470 ",449.6," 2,459,310 ",
20181008,20412112,동충하초 육성돈S(MB)," 7,200 ",441.6," 3,179,520 ",
20181010,20412112,동충하초 육성돈S(MB)," 10,580 ",441.6," 4,672,120 ",
20181015,20412112,동충하초 육성돈S(MB)," 14,270 ",450.8," 6,432,910 ",
20181015,20912612,동충하초 임신돈S(MB)," 3,200 ",416.4," 1,332,480 ",
20181017,20313912,동충하초 젖돈S(MB)," 4,850 ",449.6," 2,180,560 ",
20181017,20412112,동충하초 육성돈S(MB)," 10,470 ",441.6," 4,623,550 ",
20181023,20313912,동충하초 젖돈S(MB)," 5,310 ",449.6," 2,387,370 ",
20181025,20912612,동충하초 임신돈S(MB)," 1,940 ",416.4," 807,810 ",
20181101,20412112,동충하초 육성돈S(MB)," 7,300 ",441.6," 3,223,680 ",
20181101,20412112,동충하초 육성돈S(MB)," 5,400 ",441.6," 2,384,640 ",
20181106,20313912,동충하초 젖돈S(MB)," 7,090 ",449.6," 3,187,660 ",
20181107,20412112,동충하초 육성돈S(MB)," 3,050 ",441.6," 1,346,880 ",
20181108,20912612,동충하초 임신돈S(MB)," 3,070 ",416.4," 1,278,340 ",
20181112,20412112,동충하초 육성돈S(MB)," 7,260 ",441.6," 3,206,010 ",
20181114,20313912,동충하초 젖돈S(MB)," 7,160 ",449.6," 3,219,130 ",
20181115,20912612,동충하초 임신돈S(MB)," 5,580 ",416.4," 2,323,510 ",
20181120,20412112,동충하초 육성돈S(MB)," 7,290 ",441.6," 3,219,260 ",
20181121,20313912,동충하초 젖돈S(MB)," 3,970 ",449.6," 1,784,910 ",
20181126,20412112,동충하초 육성돈S(MB)," 4,140 ",441.6," 1,828,220 ",
20181126,20412112,동충하초 육성돈S(MB)," 5,350 ",441.6," 2,362,560 ",
20181204,20412112,동충하초 육성돈S(MB)," 4,310 ",441.6," 1,903,290 ",
