¿¸«•¿œ¿⁄,ITEM_CD,¡¶«∞ƒ⁄µÂ/∏Ì  ƒ™, ºˆ  ∑Æ,∆«∏≈¥‹∞°, ∆«∏≈¥Î±›,
20170721,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 3,070 ",441.6," 1,355,710 ",
20170725,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 1,150 ",465.2," 534,980 ",
20170725,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 2,130 ",441.6," 940,600 ",
20170731,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,160 ",465.2," 1,470,030 ",
20170801,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 4,110 ",441.6," 1,814,970 ",
20170802,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,090 ",465.2," 1,437,460 ",
20170808,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 2,170 ",465.2," 1,009,480 ",
20170808,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 2,160 ",441.6," 953,850 ",
20170811,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 3,240 ",432.8," 1,402,270 ",
20170811,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 4,240 ",465.2," 1,972,440 ",
20170814,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 4,070 ",441.6," 1,797,310 ",
20170821,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 5,610 ",465.2," 2,609,770 ",
20170821,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 3,530 ",441.6," 1,558,840 ",
20170825,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 4,780 ",465.2," 2,223,650 ",
20170825,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 2,700 ",441.6," 1,192,320 ",
20170825,20313911,µø√Ê«œ√  ¡•µ∑S(M), 1 ,11780," 11,780 ",
20170825,20412311,««±◊≈æ ¿∞º∫µ∑S(M), 1 ,12490," 12,490 ",
20170830,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 1,070 ",465.2," 497,760 ",
20170830,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 1,870 ",441.6," 825,790 ",
20170904,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 3,050 ",441.6," 1,346,880 ",
20170904,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 3,190 ",432.8," 1,380,630 ",
20170905,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 2,940 ",465.2," 1,367,680 ",
20170911,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 5,220 ",465.2," 2,428,340 ",
20170911,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 3,440 ",441.6," 1,519,100 ",
20170920,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 6,130 ",465.2," 2,851,670 ",
20170920,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 3,440 ",441.6," 1,519,100 ",
20170925,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 3,240 ",432.8," 1,402,270 ",
20170926,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,450 ",465.2," 1,604,940 ",
20170929,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,310 ",465.2," 1,539,810 ",
20171010,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,140 ",465.2," 1,460,720 ",
20171010,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 2,030 ",465.2," 944,350 ",
20171010,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 2,010 ",441.6," 887,610 ",
20171010,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 2,660 ",465.2," 1,237,430 ",
20171010,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 3,840 ",441.6," 1,695,740 ",
20171010,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 5,670 ",465.2," 2,637,680 ",
20171018,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 7,050 ",465.2," 3,279,660 ",
20171018,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 3,140 ",441.6," 1,386,620 ",
20171019,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 3,110 ",432.8," 1,346,000 ",
20171024,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,010 ",465.2," 1,400,250 ",
20171025,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 2,070 ",465.2," 962,960 ",
20171025,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 1,110 ",441.6," 490,170 ",
20171026,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 3,220 ",441.6," 1,421,950 ",
20171101,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 6,580 ",465.2," 3,061,010 ",
20171101,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 2,380 ",441.6," 1,051,000 ",
20171106,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 1,580 ",465.2," 735,010 ",
20171106,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 1,520 ",441.6," 671,230 ",
20171108,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,050 ",465.2," 1,418,860 ",
20171109,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 4,160 ",465.2," 1,935,230 ",
20171109,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 1,790 ",441.6," 790,460 ",
20171109,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 3,230 ",432.8," 1,397,940 ",
20171114,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 1,070 ",465.2," 497,760 ",
20171114,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 2,050 ",441.6," 905,280 ",
20171116,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 7,030 ",465.2," 3,270,350 ",
20171120,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 3,010 ",434," 1,306,340 ",
20171123,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 3,990 ",434," 1,731,660 ",
20171128,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 1,080 ",457.6," 494,200 ",
20171128,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 2,900 ",424.8," 1,231,920 ",
20171130,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 4,980 ",457.6," 2,278,840 ",
20171130,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 3,020 ",434," 1,310,680 ",
20171205,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 4,760 ",457.6," 2,178,170 ",
20171205,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 2,680 ",434," 1,163,120 ",
20171208,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,000 ",457.6," 1,372,800 ",
20171211,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 6,910 ",434," 2,998,940 ",
20171212,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 7,470 ",457.6," 3,418,270 ",
20171218,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,150 ",457.6," 1,441,440 ",
20171218,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 3,040 ",424.8," 1,291,390 ",
20171219,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 2,200 ",457.6," 1,006,720 ",
20171219,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB), 970 ,434," 420,980 ",
20171220,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 2,520 ",457.6," 1,153,150 ",
20171220,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 5,060 ",434," 2,196,040 ",
20171228,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 6,770 ",434," 2,938,180 ",
20180102,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,020 ",457.6," 1,381,950 ",
20180102,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB), 970 ,434," 420,980 ",
20180105,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 6,310 ",434," 2,738,540 ",
20180105,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 3,350 ",424.8," 1,423,080 ",
20180108,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,010 ",457.6," 1,377,370 ",
20180115,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,200 ",457.6," 1,464,320 ",
20180115,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 3,160 ",434," 1,371,440 ",
20180118,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 4,960 ",457.6," 2,269,690 ",
20180118,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 1,440 ",434," 624,960 ",
20180122,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 3,390 ",434," 1,471,260 ",
20180126,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 5,760 ",457.6," 2,635,770 ",
20180126,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 3,600 ",424.8," 1,529,280 ",
20180129,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,040 ",457.6," 1,391,100 ",
20180129,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 3,110 ",434," 1,349,740 ",
20180131,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 3,010 ",434," 1,306,340 ",
20180205,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 4,360 ",457.6," 1,995,130 ",
20180205,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 4,740 ",434," 2,057,160 ",
20180212,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 6,680 ",457.6," 3,056,760 ",
20180212,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 4,910 ",434," 2,130,940 ",
20180212,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 2,130 ",424.8," 904,820 ",
20180220,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 3,600 ",434," 1,562,400 ",
20180226,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 3,250 ",434," 1,410,500 ",
20180226,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 4,660 ",457.6," 2,132,410 ",
20180226,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 3,410 ",424.8," 1,448,560 ",
20180305,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 6,350 ",457.6," 2,905,760 ",
20180306,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 3,210 ",434," 1,393,140 ",
20180312,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 7,020 ",457.6," 3,212,350 ",
20180312,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 2,240 ",434," 972,160 ",
20180315,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,180 ",457.6," 1,455,160 ",
20180321,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 3,020 ",424.8," 1,282,890 ",
20180323,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 4,090 ",457.6," 1,871,580 ",
20180328,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 6,200 ",457.6," 2,837,120 ",
20180328,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 3,200 ",434," 1,388,800 ",
20180403,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 3,020 ",434," 1,310,680 ",
20180404,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 2,030 ",457.6," 928,920 ",
20180404,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 1,050 ",434," 455,700 ",
20180406,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 3,260 ",408.4," 1,331,380 ",
20180411,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,180 ",441.6," 1,404,280 ",
20180412,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 1,940 ",441.6," 856,700 ",
20180412,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 3,320 ",434," 1,440,880 ",
20180416,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 5,800 ",441.6," 2,561,280 ",
20180420,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 2,210 ",441.6," 975,930 ",
20180420,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 3,240 ",434," 1,406,160 ",
20180420,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,160 ",441.6," 1,395,450 ",
20180426,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 3,150 ",408.4," 1,286,460 ",
20180427,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 6,310 ",457.6," 2,887,450 ",
20180427,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 2,190 ",434," 950,460 ",
20180503,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 6,530 ",434," 2,834,020 ",
20180509,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 6,730 ",434," 2,920,820 ",
20180514,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 2,960 ",434," 1,284,640 ",
20180515,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,200 ",457.6," 1,464,320 ",
20180516,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 3,190 ",408.4," 1,302,790 ",
20180521,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 3,190 ",434," 1,384,460 ",
20180523,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 2,990 ",457.6," 1,368,220 ",
20180525,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,410 ",457.6," 1,560,410 ",
20180525,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 4,370 ",434," 1,896,580 ",
20180529,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 1,930 ",457.6," 883,160 ",
20180529,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 1,930 ",434," 837,620 ",
20180604,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 2,250 ",434," 976,500 ",
20180604,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 1,070 ",408.4," 436,980 ",
20180607,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,110 ",457.6," 1,423,130 ",
20180608,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 6,590 ",434," 2,860,060 ",
20180615,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 3,100 ",408.4," 1,266,040 ",
20180618,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 5,370 ",457.6," 2,457,310 ",
20180618,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 4,270 ",434," 1,853,180 ",
20180625,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,730 ",457.6," 1,706,840 ",
20180625,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 3,400 ",434," 1,475,600 ",
20180628,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,150 ",457.6," 1,441,440 ",
20180702,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 3,340 ",408.4," 1,364,050 ",
20180704,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 4,300 ",457.6," 1,967,680 ",
20180704,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 4,370 ",434," 1,896,580 ",
20180709,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,210 ",457.6," 1,468,890 ",
20180711,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,010 ",449.6," 1,353,290 ",
20180712,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 2,940 ",449.6," 1,321,820 ",
20180712,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 5,630 ",441.6," 2,486,200 ",
20180724,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 5,670 ",441.6," 2,503,870 ",
20180726,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 5,220 ",449.6," 2,346,910 ",
20180726,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 3,230 ",416.4," 1,344,970 ",
20180802,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 5,630 ",449.6," 2,531,240 ",
20180806,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,090 ",449.6," 1,389,260 ",
20180810,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 4,250 ",449.6," 1,910,800 ",
20180810,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 5,100 ",441.6," 2,252,160 ",
20180820,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 5,930 ",449.6," 2,666,120 ",
20180820,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 4,020 ",441.6," 1,775,230 ",
20180827,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 4,560 ",441.6," 2,013,690 ",
20180827,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 3,210 ",416.4," 1,336,640 ",
20180828,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 4,670 ",449.6," 2,099,630 ",
20180831,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 3,850 ",441.6," 1,700,160 ",
20180903,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 5,770 ",449.6," 2,594,190 ",
20180905,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 3,230 ",441.6," 1,426,360 ",
20180906,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 2,090 ",449.6," 939,660 ",
20180906,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 2,000 ",441.6," 883,200 ",
20180911,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,050 ",449.6," 1,371,280 ",
20180911,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,000 ",449.6," 1,348,800 ",
20180912,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 6,960 ",441.6," 3,073,530 ",
20180912,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,050 ",449.6," 1,371,280 ",
20180914,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 3,210 ",416.4," 1,336,640 ",
20180914,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 3,310 ",441.6," 1,461,690 ",
20180918,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 3,020 ",441.6," 1,333,630 ",
20180919,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 2,900 ",449.6," 1,303,840 ",
20180927,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 4,550 ",449.6," 2,045,680 ",
20180927,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 4,600 ",441.6," 2,031,360 ",
20181001,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,180 ",449.6," 1,429,720 ",
20181001,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 5,870 ",441.6," 2,592,190 ",
20181008,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 3,350 ",416.4," 1,394,940 ",
20181010,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 1,530 ",449.6," 687,880 ",
20181010,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 6,870 ",441.6," 3,033,790 ",
20181017,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 6,950 ",450.8," 3,133,060 ",
20181019,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 5,130 ",458.8," 2,353,640 ",
20181023,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 6,310 ",441.6," 2,786,490 ",
20181025,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,200 ",449.6," 1,438,720 ",
20181026,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 3,460 ",416.4," 1,440,740 ",
20181029,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 5,330 ",449.6," 2,396,360 ",
20181102,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 6,930 ",441.6," 3,060,280 ",
20181109,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,400 ",449.6," 1,528,640 ",
20181114,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 7,210 ",441.6," 3,183,930 ",
20181115,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 3,020 ",416.4," 1,257,520 ",
20181119,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,120 ",449.6," 1,402,750 ",
20181121,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,200 ",449.6," 1,438,720 ",
20181122,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 3,020 ",441.6," 1,333,630 ",
20181130,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,030 ",449.6," 1,362,280 ",
20181203,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 3,020 ",441.6," 1,333,630 ",
20181205,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 5,050 ",441.6," 2,230,080 ",
20181205,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 2,840 ",416.4," 1,182,570 ",
20181206,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,480 ",449.6," 1,564,600 ",
20181210,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 5,390 ",449.6," 2,423,340 ",
20181210,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 3,340 ",441.6," 1,474,940 ",
20181218,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 2,160 ",449.6," 971,130 ",
20181218,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 4,280 ",441.6," 1,890,040 ",
20181219,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 3,070 ",416.4," 1,278,340 ",
20181221,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,040 ",449.6," 1,366,780 ",
20181224,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,770 ",449.6," 1,694,990 ",
20181224,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 6,930 ",441.6," 3,060,280 ",
20190102,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 6,920 ",441.6," 3,055,870 ",
20190104,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,190 ",449.6," 1,434,220 ",
20190107,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 3,020 ",412.4," 1,245,440 ",
20190108,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 3,140 ",438," 1,375,320 ",
20190111,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 5,390 ",445.6," 2,401,780 ",
20190111,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 3,370 ",438," 1,476,060 ",
20190118,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 2,970 ",445.6," 1,323,430 ",
20190121,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 3,020 ",438," 1,322,760 ",
20190121,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 3,000 ",438," 1,314,000 ",
20190123,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 3,040 ",412.4," 1,253,690 ",
20190124,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,090 ",445.6," 1,376,900 ",
20190129,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 7,940 ",445.6," 3,538,060 ",
20190130,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 6,970 ",438," 3,052,860 ",
20190207,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,420 ",445.6," 1,523,950 ",
20190208,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 2,980 ",412.4," 1,228,950 ",
20190211,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 5,090 ",445.6," 2,268,100 ",
20190211,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 4,000 ",438," 1,752,000 ",
20190215,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 2,990 ",438," 1,309,620 ",
20190221,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 5,200 ",445.6," 2,317,120 ",
20190221,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 4,110 ",438," 1,800,180 ",
20190222,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 3,120 ",412.4," 1,286,680 ",
20190225,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 5,720 ",445.6," 2,548,830 ",
20190227,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 3,140 ",438," 1,375,320 ",
20190304,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 6,200 ",445.6," 2,762,720 ",
20190304,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 3,390 ",438," 1,484,820 ",
20190311,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 5,090 ",445.6," 2,268,100 ",
20190311,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 4,510 ",438," 1,975,380 ",
20190314,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 3,100 ",412.4," 1,278,440 ",
20190315,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,090 ",445.6," 1,376,900 ",
20190318,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 4,040 ",445.6," 1,800,220 ",
20190318,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 5,430 ",438," 2,378,340 ",
20190325,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 5,900 ",438," 2,584,200 ",
20190327,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 4,000 ",445.6," 1,782,400 ",
20190328,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,180 ",445.6," 1,417,000 ",
20190329,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 3,170 ",412.4," 1,307,300 ",
20190402,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 7,410 ",438," 3,245,580 ",
20190404,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,030 ",445.6," 1,350,160 ",
20190408,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 7,240 ",445.6," 3,226,140 ",
20190408,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 2,150 ",438," 941,700 ",
20190409,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,080 ",445.6," 1,372,440 ",
20190410,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 4,080 ",462," 1,884,960 ",
20190417,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 3,060 ",436.8," 1,336,600 ",
20190418,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 6,850 ",470," 3,219,500 ",
20190418,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 2,430 ",462," 1,122,660 ",
20190426,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 4,040 ",470," 1,898,800 ",
20190426,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 5,070 ",462," 2,342,340 ",
