¿¸«•¿œ¿⁄,ITEM_CD,¡¶«∞ƒ⁄µÂ/∏Ì  ƒ™, ºˆ  ∑Æ,∆«∏≈¥‹∞°, ∆«∏≈¥Î±›,
20190503,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 3,290 ",436.8," 1,437,070 ",
20190503,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 5,220 ",460.4," 2,403,280 ",
20190503,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 4,220 ",452.4," 1,909,120 ",
20190508,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 4,210 ",460.4," 1,938,280 ",
20190508,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 5,280 ",452.4," 2,388,670 ",
20190509,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,080 ",460.4," 1,418,030 ",
20190515,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 3,160 ",452.4," 1,429,580 ",
20190516,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 3,440 ",461.6," 1,587,900 ",
20190517,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,050 ",460.4," 1,404,220 ",
20190524,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 4,560 ",460.4," 2,099,420 ",
20190524,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 4,470 ",452.4," 2,022,220 ",
20190527,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 3,150 ",426.8," 1,344,420 ",
20190530,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 7,350 ",452.4," 3,325,140 ",
20190603,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 5,750 ",460.4," 2,647,300 ",
20190610,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 5,170 ",452.4," 2,338,900 ",
20190611,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 4,600 ",460.4," 2,117,840 ",
20190617,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 7,360 ",452.4," 3,329,660 ",
20190619,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 6,820 ",460.4," 3,139,920 ",
20190619,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 2,420 ",426.8," 1,032,850 ",
20190626,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,040 ",460.4," 1,399,610 ",
20190627,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 5,780 ",452.4," 2,614,870 ",
20190702,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,040 ",460.4," 1,399,610 ",
20190708,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 4,050 ",460.4," 1,864,620 ",
20190708,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 3,100 ",452.4," 1,402,440 ",
20190709,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 3,060 ",426.8," 1,306,000 ",
20190710,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 4,030 ",452.4," 1,823,170 ",
20190717,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,070 ",460.4," 1,413,420 ",
20190719,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 4,790 ",460.4," 2,205,310 ",
20190719,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 4,440 ",452.4," 2,008,650 ",
20190724,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 3,530 ",426.8," 1,506,600 ",
20190726,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 8,420 ",460.4," 3,876,560 ",
20190729,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 4,490 ",452.4," 2,031,270 ",
20190730,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,050 ",460.4," 1,404,220 ",
20190805,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 7,280 ",452.4," 3,293,470 ",
20190816,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 4,760 ",460.4," 2,191,500 ",
20190816,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 4,670 ",452.4," 2,112,700 ",
20190822,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,890 ",460.4," 1,790,950 ",
20190826,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 1,500 ",460.4," 690,600 ",
20190826,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 4,480 ",452.4," 2,026,750 ",
20190829,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 1,590 ",460.4," 732,030 ",
20190829,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 3,640 ",426.8," 1,553,550 ",
20190902,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,520 ",460.4," 1,620,600 ",
20190903,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,460 ",460.4," 1,592,980 ",
20190903,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 5,850 ",452.4," 2,646,540 ",
20190906,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,120 ",460.4," 1,436,440 ",
20190910,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 2,480 ",452.4," 1,121,950 ",
20190910,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 1,500 ",426.8," 640,200 ",
20190918,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,190 ",460.4," 1,468,670 ",
20190919,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 6,040 ",452.4," 2,732,490 ",
20190925,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 4,240 ",460.4," 1,952,090 ",
20190925,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 5,500 ",452.4," 2,488,200 ",
20190930,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 5,960 ",452.4," 2,696,300 ",
20190930,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,980 ",460.4," 1,832,390 ",
20191004,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 5,000 ",460.4," 2,302,000 ",
20191004,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 2,000 ",452.4," 904,800 ",
20191004,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 2,940 ",426.8," 1,254,790 ",
20191010,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 4,370 ",460.4," 2,011,940 ",
20191010,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 5,350 ",452.4," 2,420,340 ",
20191014,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 4,440 ",460.4," 2,044,170 ",
20191014,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 5,400 ",452.4," 2,442,960 ",
20191021,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,990 ",460.4," 1,836,990 ",
20191021,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 5,960 ",452.4," 2,696,300 ",
20191025,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,760 ",469.6," 1,765,690 ",
20191025,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 3,060 ",435.6," 1,332,930 ",
20191030,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 4,410 ",460.4," 2,030,360 ",
20191030,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 2,470 ",452.4," 1,117,420 ",
20191104,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,990 ",460.4," 1,836,990 ",
20191104,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 5,930 ",452.4," 2,682,730 ",
20191111,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,090 ",460.4," 1,422,630 ",
20191113,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 6,370 ",452.4," 2,881,780 ",
20191118,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 4,890 ",460.4," 2,251,350 ",
20191118,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 3,080 ",426.8," 1,314,540 ",
20191120,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,890 ",460.4," 1,790,950 ",
20191120,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 5,880 ",452.4," 2,660,110 ",
20191127,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 6,860 ",452.4," 3,103,460 ",
20191129,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,080 ",460.4," 1,418,030 ",
20191203,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 3,280 ",435.6," 1,428,760 ",
20191209,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 3,120 ",460.4," 1,436,440 ",
20191210,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 5,040 ",452.4," 2,280,090 ",
20191219,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 9,480 ",460.4," 4,364,590 ",
20191219,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 7,080 ",452.4," 3,202,990 ",
20191219,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 2,320 ",460.4," 1,068,120 ",
20191223,20912612,µø√Ê«œ√  ¿”Ω≈µ∑S(MB)," 3,110 ",435.6," 1,354,710 ",
20200102,20313912,µø√Ê«œ√  ¡•µ∑S(MB)," 2,940 ",460.4," 1,353,570 ",
20200102,20412112,µø√Ê«œ√  ¿∞º∫µ∑S(MB)," 7,020 ",452.4," 3,175,840 ",
